BCV	text	func_morph	form_morph	strongs	lemma	normalized
Mark 11:31	οὐρανοῦ,	N-GSM	N-GSM	3772	οὐρανός	οὐρανοῦ	
Mark 11:31	ἐρεῖ	V-FAI-3S	V-FAI-3S	2046&5692	εἶπον	ἐρεῖ	
Mark 11:31	Διὰ	PREP	PREP	1223	διά	Διά	
Mark 11:31	τί	I-ASN	I-ASN	5101	τίς	τί	
Mark 11:31	οὖν	CONJ	CONJ	3767	οὖν	οὖν	
Mark 11:31	οὐκ	PRT-N	PRT-N	3756	οὐ	οὐκ	
Mark 11:31	ἐπιστεύσατε	V-AAI-2P	V-AAI-2P	4100&5656	πιστεύω	ἐπιστεύσατε	
Mark 11:31	αὐτῷ;	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Mark 11:32	ἀλλὰ	CONJ	CONJ	235	ἀλλά	ἀλλά	
Mark 11:32	εἴπωμεν	V-2AAS-1P	V-2AAS-1P	3004&5632	λέγω	εἴπωμεν	
Mark 11:32	Ἐξ	PREP	PREP	1537	ἐκ	Ἐξ	
Mark 11:32	ἀνθρώπων;—	N-GPM	N-GPM	444	ἄνθρωπος	ἀνθρώπων	
Mark 11:32	ἐφοβοῦντο	V-INI-3P	V-INI-3P	5399&5711	φοβέω	ἐφοβοῦντο	
Mark 11:32	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Mark 11:32	ὄχλον·	N-ASM	N-ASM	3793	ὄχλος	ὄχλον	
Mark 11:32	ἅπαντες	A-NPM	A-NPM	537	ἅπας	ἅπαντες	
Mark 11:32	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Mark 11:32	εἶχον	V-IAI-3P	V-IAI-3P	2192&5707	ἔχω	εἶχον	
Mark 11:32	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Mark 11:32	Ἰωάνην	N-ASM	N-ASM	2491	Ἰωάννης	Ἰωάνην	
Mark 11:32	ὄντως	ADV	ADV	3689	ὄντως	ὄντως	
Mark 11:32	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Mark 11:32	προφήτης	N-NSM	N-NSM	4396	προφήτης	προφήτης	
Mark 11:32	ἦν.	V-IAI-3S	V-IAI-3S	1510&5707	εἰμί	ἦν	
Mark 11:33	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 11:33	ἀποκριθέντες	V-AOP-NPM	V-AOP-NPM	611&5679	ἀποκρίνομαι	ἀποκριθέντες	
Mark 11:33	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Mark 11:33	Ἰησοῦ	N-DSM	N-DSM	2424	Ἰησοῦς	Ἰησοῦ	
Mark 11:33	λέγουσιν	V-PAI-3P	V-PAI-3P	3004&5719	λέγω	λέγουσιν	
Mark 11:33	Οὐκ	PRT-N	PRT-N	3756	οὐ	Οὐκ	
Mark 11:33	οἴδαμεν.	V-RAI-1P	V-RAI-1P	1492&5758	οἶδα	οἴδαμεν	
Mark 11:33	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 11:33	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Mark 11:33	Ἰησοῦς	N-NSM	N-NSM	2424	Ἰησοῦς	Ἰησοῦς	
Mark 11:33	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Mark 11:33	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Mark 11:33	Οὐδὲ	CONJ-N	CONJ-N	3761	οὐδέ	Οὐδέ	
Mark 11:33	ἐγὼ	P-1NS	P-1NS	1473	ἐγώ	ἐγώ	
Mark 11:33	λέγω	V-PAI-1S	V-PAI-1S	3004&5719	λέγω	λέγω	
Mark 11:33	ὑμῖν	P-2DP	P-2DP	4771	σύ	ὑμῖν	
Mark 11:33	ἐν	PREP	PREP	1722	ἐν	ἐν	
Mark 11:33	ποίᾳ	I-DSF	I-DSF	4169	ποῖος	ποίᾳ	
Mark 11:33	ἐξουσίᾳ	N-DSF	N-DSF	1849	ἐξουσία	ἐξουσίᾳ	
Mark 11:33	ταῦτα	D-APN	D-APN	3778	οὗτος	ταῦτα	
Mark 11:33	ποιῶ.	V-PAI-1S	V-PAI-1S	4160&5719	ποιέω	ποιῶ	
Mark 12:1	Καὶ	CONJ	CONJ	2532	καί	Καί	
Mark 12:1	ἤρξατο	V-AMI-3S	V-AMI-3S	756&5668	ἄρχω	ἤρξατο	
Mark 12:1	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Mark 12:1	ἐν	PREP	PREP	1722	ἐν	ἐν	
Mark 12:1	παραβολαῖς	N-DPF	N-DPF	3850	παραβολή	παραβολαῖς	
Mark 12:1	λαλεῖν.	V-PAN	V-PAN	2980&5721	λαλέω	λαλεῖν	
Mark 12:1	ἀμπελῶνα	N-ASM	N-ASM	290	ἀμπελών	ἀμπελῶνα	
Mark 12:1	ἄνθρωπος	N-NSM	N-NSM	444	ἄνθρωπος	ἄνθρωπος	
Mark 12:1	ἐφύτευσεν,	V-AAI-3S	V-AAI-3S	5452&5656	φυτεύω	ἐφύτευσεν	
Mark 12:1	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:1	περιέθηκεν	V-AAI-3S	V-AAI-3S	4060&5656	περιτίθημι	περιέθηκεν	
Mark 12:1	φραγμὸν	N-ASM	N-ASM	5418	φραγμός	φραγμόν	
Mark 12:1	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:1	ὤρυξεν	V-AAI-3S	V-AAI-3S	3736&5656	ὀρύσσω	ὤρυξεν	
Mark 12:1	ὑπολήνιον	N-ASN	N-ASN	5276	ὑπολήνιον	ὑπολήνιον	
Mark 12:1	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:1	ᾠκοδόμησεν	V-AAI-3S	V-AAI-3S	3618&5656	οἰκοδομέω	ᾠκοδόμησεν	
Mark 12:1	πύργον,	N-ASM	N-ASM	4444	πύργος	πύργον	
Mark 12:1	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:1	ἐξέδετο	V-2AMI-3S	V-2AMI-3S	1554&5639	ἐκδίδωμι	ἐξέδετο	
Mark 12:1	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:1	γεωργοῖς,	N-DPM	N-DPM	1092	γεωργός	γεωργοῖς	
Mark 12:1	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:1	ἀπεδήμησεν.	V-AAI-3S	V-AAI-3S	589&5656	ἀποδημέω	ἀπεδήμησεν	
Mark 12:2	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:2	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Mark 12:2	πρὸς	PREP	PREP	4314	πρός	πρός	
Mark 12:2	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Mark 12:2	γεωργοὺς	N-APM	N-APM	1092	γεωργός	γεωργούς	
Mark 12:2	τῷ	T-DSM	T-DSM	3588	ὁ	τῷ	
Mark 12:2	καιρῷ	N-DSM	N-DSM	2540	καιρός	καιρῷ	
Mark 12:2	δοῦλον,	N-ASM	N-ASM	1401	δοῦλος (II)	δοῦλον	
Mark 12:2	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Mark 12:2	παρὰ	PREP	PREP	3844	παρά	παρά	
Mark 12:2	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Mark 12:2	γεωργῶν	N-GPM	N-GPM	1092	γεωργός	γεωργῶν	
Mark 12:2	λάβῃ	V-2AAS-3S	V-2AAS-3S	2983&5632	λαμβάνω	λάβῃ	
Mark 12:2	ἀπὸ	PREP	PREP	575	ἀπό	ἀπό	
Mark 12:2	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Mark 12:2	καρπῶν	N-GPM	N-GPM	2590	καρπός	καρπῶν	
Mark 12:2	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Mark 12:2	ἀμπελῶνος·	N-GSM	N-GSM	290	ἀμπελών	ἀμπελῶνος	
Mark 12:3	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:3	λαβόντες	V-2AAP-NPM	V-2AAP-NPM	2983&5631	λαμβάνω	λαβόντες	
Mark 12:3	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:3	ἔδειραν	V-AAI-3P	V-AAI-3P	1194&5656	δέρω	ἔδειραν	
Mark 12:3	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:3	ἀπέστειλαν	V-AAI-3P	V-AAI-3P	649&5656	ἀποστέλλω	ἀπέστειλαν	
Mark 12:3	κενόν.	A-ASM	A-ASM	2756	κενός	κενόν	
Mark 12:4	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:4	πάλιν	ADV	ADV	3825	πάλιν	πάλιν	
Mark 12:4	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Mark 12:4	πρὸς	PREP	PREP	4314	πρός	πρός	
Mark 12:4	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Mark 12:4	ἄλλον	A-ASM	A-ASM	243	ἄλλος	ἄλλον	
Mark 12:4	δοῦλον·	N-ASM	N-ASM	1401	δοῦλος (II)	δοῦλον	
Mark 12:4	κἀκεῖνον	D-ASM-K	D-ASM-K	2548	κἀκεῖνος	κἀκεῖνον	
Mark 12:4	ἐκεφαλίωσαν	V-AAI-3P	V-AAI-3P	2775&5656	κεφαλιόω	ἐκεφαλίωσαν	
Mark 12:4	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:4	ἠτίμασαν.	V-AAI-3P	V-AAI-3P	818&5656	ἀτιμάζω	ἠτίμασαν	
Mark 12:5	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:5	ἄλλον	A-ASM	A-ASM	243	ἄλλος	ἄλλον	
Mark 12:5	ἀπέστειλεν·	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Mark 12:5	κἀκεῖνον	D-ASM-K	D-ASM-K	2548	κἀκεῖνος	κἀκεῖνον	
Mark 12:5	ἀπέκτειναν,	V-AAI-3P	V-AAI-3P	615&5656	ἀποκτείνω	ἀπέκτειναν	
Mark 12:5	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:5	πολλοὺς	A-APM	A-APM	4183	πολύς	πολλούς	
Mark 12:5	ἄλλους,	A-APM	A-APM	243	ἄλλος	ἄλλους	
Mark 12:5	οὓς	R-APM	R-APM	3739	ὅς	οὕς	
Mark 12:5	μὲν	PRT	PRT	3303	μέν	μέν	
Mark 12:5	δέροντες,	V-PAP-NPM	V-PAP-NPM	1194&5723	δέρω	δέροντες	
Mark 12:5	οὓς	R-APM	R-APM	3739	ὅς	οὕς	
Mark 12:5	δὲ	CONJ	CONJ	1161	δέ	δέ	
Mark 12:5	ἀποκτέννοντες.	V-PAP-NPM	V-PAP-NPM	615	ἀποκτείνω	ἀποκτέννοντες	
Mark 12:6	ἔτι	ADV	ADV	2089	ἔτι	ἔτι	
Mark 12:6	ἕνα	A-ASM	A-ASM	1520	εἷς	ἕνα	
Mark 12:6	εἶχεν,	V-IAI-3S	V-IAI-3S	2192&5707	ἔχω	εἶχεν	
Mark 12:6	υἱὸν	N-ASM	N-ASM	5207	υἱός	υἱόν	
Mark 12:6	ἀγαπητόν·	A-ASM	A-ASM	27	ἀγαπητός	ἀγαπητόν	
Mark 12:6	ἀπέστειλεν	V-AAI-3S	V-AAI-3S	649&5656	ἀποστέλλω	ἀπέστειλεν	
Mark 12:6	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:6	ἔσχατον	A-ASM-S	A-ASM-S	2078	ἔσχατος	ἔσχατον	
Mark 12:6	πρὸς	PREP	PREP	4314	πρός	πρός	
Mark 12:6	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Mark 12:6	λέγων	V-PAP-NSM	V-PAP-NSM	3004&5723	λέγω	λέγων	
Mark 12:6	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Mark 12:6	Ἐντραπήσονται	V-2FPI-3P	V-2FPI-3P	1788&5691	ἐντρέπω	Ἐντραπήσονται	
Mark 12:6	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Mark 12:6	υἱόν	N-ASM	N-ASM	5207	υἱός	υἱόν	
Mark 12:6	μου.	P-1GS	P-1GS	1473	ἐγώ	μου	
Mark 12:7	ἐκεῖνοι	D-NPM	D-NPM	1565	ἐκεῖνος	ἐκεῖνοι	
Mark 12:7	δὲ	CONJ	CONJ	1161	δέ	δέ	
Mark 12:7	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Mark 12:7	γεωργοὶ	N-NPM	N-NPM	1092	γεωργός	γεωργοί	
Mark 12:7	πρὸς	PREP	PREP	4314	πρός	πρός	
Mark 12:7	ἑαυτοὺς	F-3APM	F-3APM	1438	ἑαυτοῦ	ἑαυτούς	
Mark 12:7	εἶπαν	V-2AAI-3P	V-2AAI-3P	3004&5627	λέγω	εἶπαν	
Mark 12:7	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Mark 12:7	Οὗτός	D-NSM	D-NSM	3778	οὗτος	Οὗτος	
Mark 12:7	ἐστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἐστιν	
Mark 12:7	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Mark 12:7	κληρονόμος·	N-NSM	N-NSM	2818	κληρονόμος	κληρονόμος	
Mark 12:7	δεῦτε	V-PAM-2P	V-PAM-2P	1205&5720	δεῦτε	δεῦτε	
Mark 12:7	ἀποκτείνωμεν	V-PAS-1P	V-PAS-1P	615&5725	ἀποκτείνω	ἀποκτείνωμεν	
Mark 12:7	αὐτόν,	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:7	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:7	ἡμῶν	P-1GP	P-1GP	1473	ἐγώ	ἡμῶν	
Mark 12:7	ἔσται	V-FDI-3S	V-FDI-3S	1510&5695	εἰμί	ἔσται	
Mark 12:7	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
Mark 12:7	κληρονομία.	N-NSF	N-NSF	2817	κληρονομία	κληρονομία	
Mark 12:8	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:8	λαβόντες	V-2AAP-NPM	V-2AAP-NPM	2983&5631	λαμβάνω	λαβόντες	
Mark 12:8	ἀπέκτειναν	V-AAI-3P	V-AAI-3P	615&5656	ἀποκτείνω	ἀπέκτειναν	
Mark 12:8	αὐτόν,	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:8	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:8	ἐξέβαλον	V-2AAI-3P	V-2AAI-3P	1544&5627	ἐκβάλλω	ἐξέβαλον	
Mark 12:8	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:8	ἔξω	ADV	ADV	1854	ἔξω	ἔξω	
Mark 12:8	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Mark 12:8	ἀμπελῶνος.	N-GSM	N-GSM	290	ἀμπελών	ἀμπελῶνος	
Mark 12:9	τί	I-ASN	I-ASN	5101	τίς	τί	
Mark 12:9	ποιήσει	V-FAI-3S	V-FAI-3S	4160&5692	ποιέω	ποιήσει	
Mark 12:9	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Mark 12:9	κύριος	N-NSM	N-NSM	2962	κύριος	κύριος	
Mark 12:9	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Mark 12:9	ἀμπελῶνος;	N-GSM	N-GSM	290	ἀμπελών	ἀμπελῶνος	
Mark 12:9	ἐλεύσεται	V-FDI-3S	V-FDI-3S	2064&5695	ἔρχομαι	ἐλεύσεται	
Mark 12:9	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:9	ἀπολέσει	V-FAI-3S	V-FAI-3S	622&5692	ἀπόλλυμι	ἀπολέσει	
Mark 12:9	τοὺς	T-APM	T-APM	3588	ὁ	τούς	
Mark 12:9	γεωργούς,	N-APM	N-APM	1092	γεωργός	γεωργούς	
Mark 12:9	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:9	δώσει	V-FAI-3S	V-FAI-3S	1325&5692	δίδωμι	δώσει	
Mark 12:9	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Mark 12:9	ἀμπελῶνα	N-ASM	N-ASM	290	ἀμπελών	ἀμπελῶνα	
Mark 12:9	ἄλλοις.	A-DPM	A-DPM	243	ἄλλος	ἄλλοις	
Mark 12:10	οὐδὲ	CONJ-N	CONJ-N	3761	οὐδέ	οὐδέ	
Mark 12:10	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Mark 12:10	γραφὴν	N-ASF	N-ASF	1124	γραφή	γραφήν	
Mark 12:10	ταύτην	D-ASF	D-ASF	3778	οὗτος	ταύτην	
Mark 12:10	ἀνέγνωτε	V-2AAI-2P	V-2AAI-2P	314&5627	ἀναγινώσκω	ἀνέγνωτε	
Mark 12:10	Λίθον	N-ASM	N-ASM	3037	λίθος	Λίθον	
Mark 12:10	ὃν	R-ASM	R-ASM	3739	ὅς	ὅν	
Mark 12:10	ἀπεδοκίμασαν	V-AAI-3P	V-AAI-3P	593&5656	ἀποδοκιμάζω	ἀπεδοκίμασαν	
Mark 12:10	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Mark 12:10	οἰκοδομοῦντες,	V-PAP-NPM	V-PAP-NPM	3618&5723	οἰκοδομέω	οἰκοδομοῦντες	
Mark 12:10	οὗτος	D-NSM	D-NSM	3778	οὗτος	οὗτος	
Mark 12:10	ἐγενήθη	V-AOI-3S	V-AOI-3S	1096&5675	γίνομαι	ἐγενήθη	
Mark 12:10	εἰς	PREP	PREP	1519	εἰς	εἰς	
Mark 12:10	κεφαλὴν	N-ASF	N-ASF	2776	κεφαλή	κεφαλήν	
Mark 12:10	γωνίας·	N-GSF	N-GSF	1137	γωνία	γωνίας	
Mark 12:11	παρὰ	PREP	PREP	3844	παρά	παρά	
Mark 12:11	Κυρίου	N-GSM	N-GSM	2962	κύριος	Κυρίου	
Mark 12:11	ἐγένετο	V-2ADI-3S	V-2ADI-3S	1096&5633	γίνομαι	ἐγένετο	
Mark 12:11	αὕτη,	D-NSF	D-NSF	3778	οὗτος	αὕτη	
Mark 12:11	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:11	ἔστιν	V-PAI-3S	V-PAI-3S	1510&5719	εἰμί	ἔστιν	
Mark 12:11	θαυμαστὴ	A-NSF	A-NSF	2298	θαυμαστός	θαυμαστή	
Mark 12:11	ἐν	PREP	PREP	1722	ἐν	ἐν	
Mark 12:11	ὀφθαλμοῖς	N-DPM	N-DPM	3788	ὀφθαλμός	ὀφθαλμοῖς	
Mark 12:11	ἡμῶν;	P-1GP	P-1GP	1473	ἐγώ	ἡμῶν	
Mark 12:12	Καὶ	CONJ	CONJ	2532	καί	Καί	
Mark 12:12	ἐζήτουν	V-IAI-3P	V-IAI-3P	2212&5707	ζητέω	ἐζήτουν	
Mark 12:12	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:12	κρατῆσαι,	V-AAN	V-AAN	2902&5658	κρατέω	κρατῆσαι	
Mark 12:12	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:12	ἐφοβήθησαν	V-AOI-3P	V-AOI-3P	5399&5675	φοβέω	ἐφοβήθησαν	
Mark 12:12	τὸν	T-ASM	T-ASM	3588	ὁ	τόν	
Mark 12:12	ὄχλον·	N-ASM	N-ASM	3793	ὄχλος	ὄχλον	
Mark 12:12	ἔγνωσαν	V-2AAI-3P	V-2AAI-3P	1097&5627	γινώσκω	ἔγνωσαν	
Mark 12:12	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Mark 12:12	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Mark 12:12	πρὸς	PREP	PREP	4314	πρός	πρός	
Mark 12:12	αὐτοὺς	P-APM	P-APM	846	αὐτός	αὐτούς	
Mark 12:12	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Mark 12:12	παραβολὴν	N-ASF	N-ASF	3850	παραβολή	παραβολήν	
Mark 12:12	εἶπεν.	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Mark 12:12	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:12	ἀφέντες	V-2AAP-NPM	V-2AAP-NPM	863&5631	ἀφίημι	ἀφέντες	
Mark 12:12	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:12	ἀπῆλθον.	V-2AAI-3P	V-2AAI-3P	565	ἀπέρχομαι	ἀπῆλθον	
Mark 12:13	Καὶ	CONJ	CONJ	2532	καί	Καί	
Mark 12:13	ἀποστέλλουσιν	V-PAI-3P	V-PAI-3P	649&5719	ἀποστέλλω	ἀποστέλλουσιν	
Mark 12:13	πρὸς	PREP	PREP	4314	πρός	πρός	
Mark 12:13	αὐτόν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:13	τινας	X-APM	X-APM	5100	τὶς	τινας	
Mark 12:13	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Mark 12:13	Φαρισαίων	N-GPM	N-GPM	5330	Φαρισαῖος	Φαρισαίων	
Mark 12:13	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:13	τῶν	T-GPM	T-GPM	3588	ὁ	τῶν	
Mark 12:13	Ἡρῳδιανῶν	N-GPM	N-GPM	2265	Ἡρῳδιανοί	Ἡρῳδιανῶν	
Mark 12:13	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Mark 12:13	αὐτὸν	P-ASM	P-ASM	846	αὐτός	αὐτόν	
Mark 12:13	ἀγρεύσωσιν	V-AAS-3P	V-AAS-3P	64&5661	ἀγρεύω	ἀγρεύσωσιν	
Mark 12:13	λόγῳ.	N-DSM	N-DSM	3056	λόγος	λόγῳ	
Mark 12:14	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:14	ἐλθόντες	V-2AAP-NPM	V-2AAP-NPM	2064&5631	ἔρχομαι	ἐλθόντες	
Mark 12:14	λέγουσιν	V-PAI-3P	V-PAI-3P	3004&5719	λέγω	λέγουσιν	
Mark 12:14	αὐτῷ	P-DSM	P-DSM	846	αὐτός	αὐτῷ	
Mark 12:14	Διδάσκαλε,	N-VSM	N-VSM	1320	διδάσκαλος	Διδάσκαλε	
Mark 12:14	οἴδαμεν	V-RAI-1P	V-RAI-1P	1492&5758	οἶδα	οἴδαμεν	
Mark 12:14	ὅτι	CONJ	CONJ	3754	ὅτι	ὅτι	
Mark 12:14	ἀληθὴς	A-NSM	A-NSM	227	ἀληθής	ἀληθής	
Mark 12:14	εἶ	V-PAI-2S	V-PAI-2S	1510&5719	εἰμί	εἶ	
Mark 12:14	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:14	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
Mark 12:14	μέλει	V-PAI-3S	V-PAI-3S	3199&5719	μέλει	μέλει	
Mark 12:14	σοι	P-2DS	P-2DS	4771	σύ	σοι	
Mark 12:14	περὶ	PREP	PREP	4012	περί	περί	
Mark 12:14	οὐδενός·	A-GSM-N	A-GSM-N	3762	οὐδείς	οὐδενός	
Mark 12:14	οὐ	PRT-N	PRT-N	3756	οὐ	οὐ	
Mark 12:14	γὰρ	CONJ	CONJ	1063	γάρ	γάρ	
Mark 12:14	βλέπεις	V-PAI-2S	V-PAI-2S	991&5719	βλέπω	βλέπεις	
Mark 12:14	εἰς	PREP	PREP	1519	εἰς	εἰς	
Mark 12:14	πρόσωπον	N-ASN	N-ASN	4383	πρόσωπον	πρόσωπον	
Mark 12:14	ἀνθρώπων,	N-GPM	N-GPM	444	ἄνθρωπος	ἀνθρώπων	
Mark 12:14	ἀλλ’	CONJ	CONJ	235	ἀλλά	ἀλλ’	
Mark 12:14	ἐπ’	PREP	PREP	1909	ἐπί	ἐπ’	
Mark 12:14	ἀληθείας	N-GSF	N-GSF	225	ἀλήθεια	ἀληθείας	
Mark 12:14	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Mark 12:14	ὁδὸν	N-ASF	N-ASF	3598	ὁδός	ὁδόν	
Mark 12:14	τοῦ	T-GSM	T-GSM	3588	ὁ	τοῦ	
Mark 12:14	Θεοῦ	N-GSM	N-GSM	2316	θεός	Θεοῦ	
Mark 12:14	διδάσκεις·	V-PAI-2S	V-PAI-2S	1321&5719	διδάσκω	διδάσκεις	
Mark 12:14	ἔξεστιν	V-PAI-3S	V-PAI-3S	1832&5719	ἔξεστι(ν)	ἔξεστιν	
Mark 12:14	δοῦναι	V-2AAN	V-2AAN	1325&5629	δίδωμι	δοῦναι	
Mark 12:14	κῆνσον	N-ASM	N-ASM	2778	κῆνσος	κῆνσον	
Mark 12:14	Καίσαρι	N-DSM	N-DSM	2541	Καῖσαρ	Καίσαρι	
Mark 12:14	ἢ	PRT	PRT	2228	ἤ	ἤ	
Mark 12:14	οὔ;	PRT-N	PRT-N	3756	οὐ	οὔ	
Mark 12:14	δῶμεν	V-2AAS-1P	V-2AAS-1P	1325&5632	δίδωμι	δῶμεν	
Mark 12:14	ἢ	PRT	PRT	2228	ἤ	ἤ	
Mark 12:14	μὴ	PRT-N	PRT-N	3361	μή	μή	
Mark 12:14	δῶμεν;	V-2AAS-1P	V-2AAS-1P	1325&5632	δίδωμι	δῶμεν	
Mark 12:15	ὁ	T-NSM	T-NSM	3588	ὁ	ὁ	
Mark 12:15	δὲ	CONJ	CONJ	1161	δέ	δέ	
Mark 12:15	εἰδὼς	V-RAP-NSM	V-RAP-NSM	1492&5761	οἶδα	εἰδώς	
Mark 12:15	αὐτῶν	P-GPM	P-GPM	846	αὐτός	αὐτῶν	
Mark 12:15	τὴν	T-ASF	T-ASF	3588	ὁ	τήν	
Mark 12:15	ὑπόκρισιν	N-ASF	N-ASF	5272	ὑπόκρισις	ὑπόκρισιν	
Mark 12:15	εἶπεν	V-2AAI-3S	V-2AAI-3S	3004&5627	λέγω	εἶπεν	
Mark 12:15	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Mark 12:15	Τί	I-ASN	I-ASN	5101	τίς	Τί	
Mark 12:15	με	P-1AS	P-1AS	1473	ἐγώ	με	
Mark 12:15	πειράζετε;	V-PAI-2P	V-PAI-2P	3985&5719	πειράζω	πειράζετε	
Mark 12:15	φέρετέ	V-PAM-2P	V-PAM-2P	5342&5720	φέρω	φέρετε	
Mark 12:15	μοι	P-1DS	P-1DS	1473	ἐγώ	μοι	
Mark 12:15	δηνάριον	N-ASN	N-ASN	1220	δηνάριον	δηνάριον	
Mark 12:15	ἵνα	CONJ	CONJ	2443	ἵνα	ἵνα	
Mark 12:15	ἴδω.	V-2AAS-1S	V-2AAS-1S	3708&5632	ὁράω	ἴδω	
Mark 12:16	οἱ	T-NPM	T-NPM	3588	ὁ	οἱ	
Mark 12:16	δὲ	CONJ	CONJ	1161	δέ	δέ	
Mark 12:16	ἤνεγκαν.	V-AAI-3P	V-AAI-3P	5342&5656	φέρω	ἤνεγκαν	
Mark 12:16	καὶ	CONJ	CONJ	2532	καί	καί	
Mark 12:16	λέγει	V-PAI-3S	V-PAI-3S	3004&5719	λέγω	λέγει	
Mark 12:16	αὐτοῖς	P-DPM	P-DPM	846	αὐτός	αὐτοῖς	
Mark 12:16	Τίνος	I-GSM	I-GSM	5101	τίς	Τίνος	
Mark 12:16	ἡ	T-NSF	T-NSF	3588	ὁ	ἡ	
